ID_Cliente,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Servico_Telefone,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn,Pagamento_Menssal
9091-WTUUY,Male,False,True,True,64,False,DSL,True,True,True,Two year,Mailed check,69.25,4447.75,False,
1618-CFHME,Female,False,False,False,2,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,75.9,143.35,True,
3165-HDOEW,Male,False,True,True,1,False,DSL,False,False,False,Month-to-month,Mailed check,45.85,45.85,True,
6581-NQCBA,Female,False,True,False,16,False,DSL,False,True,True,Month-to-month,Electronic check,49.95,810.2,True,
7115-IRDHS,Female,False,True,False,72,False,NO,,,,Two year,Bank transfer (automatic),24.65,1830.05,False,
8496-DMZUK,Male,False,False,False,30,False,FIBER OPTIC,True,False,False,One year,Bank transfer (automatic),90.4,2820.65,False,
2040-VZIKE,Female,False,True,False,49,False,FIBER OPTIC,True,False,True,Month-to-month,Mailed check,100.85,4847.35,False,
9068-VPWQQ,Male,False,True,False,61,False,DSL,True,True,False,Two year,Credit card (automatic),75.35,4729.3,False,
0178-SZBHO,Male,False,True,True,47,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,87.2,4017.45,False,
0384-RVBPI,Male,False,False,False,20,False,DSL,True,False,False,Month-to-month,Credit card (automatic),64.4,1398.6,False,
1689-MRZQR,Male,False,True,True,34,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,78.3,2564.3,True,
1299-AURJA,Female,False,True,True,70,False,NO,,,,Two year,Bank transfer (automatic),24.7,1685.9,False,
4525-VZCZG,Male,False,False,True,54,False,FIBER OPTIC,True,True,True,One year,Electronic check,105.85,5826.65,False,
1543-LLLFT,Male,True,True,False,61,False,FIBER OPTIC,False,True,True,One year,Mailed check,98.3,6066.55,False,
5835-BEQEU,Male,False,False,False,3,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,76.95,228.4,True,
2788-CJQAQ,Male,False,False,False,13,False,NO,,,,One year,Mailed check,19.45,270.2,False,
5565-FILXA,Female,True,False,False,16,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,96.15,1529.2,True,
0319-QZTCO,Female,False,True,True,3,False,DSL,False,False,True,Month-to-month,Credit card (automatic),58.7,168.6,False,
2120-SMPEX,Male,False,False,False,25,False,NO,,,,Month-to-month,Mailed check,20.15,536.35,False,
0096-FCPUF,Male,False,False,False,30,False,DSL,True,False,False,Month-to-month,Mailed check,64.5,1888.45,False,
0668-OGMHD,Female,False,True,False,21,False,DSL,True,False,False,Month-to-month,Electronic check,28.5,629.35,False,
5552-ZNFSJ,Male,False,False,False,1,False,DSL,False,False,False,Month-to-month,Electronic check,45.3,45.3,True,
2223-KAGMX,Female,False,False,False,15,False,NO,,,,Month-to-month,Bank transfer (automatic),19.4,289.3,True,
6507-ZJSUR,Male,True,True,False,23,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,90.45,2117.25,False,
9408-HRXRK,Female,False,True,True,45,False,FIBER OPTIC,True,False,True,Month-to-month,Electronic check,105.15,4730.9,False,
5593-SUAOO,Female,False,True,True,24,False,FIBER OPTIC,False,False,False,One year,Bank transfer (automatic),83.15,2033.05,False,
7321-PKUYW,Female,False,False,False,11,False,FIBER OPTIC,False,True,True,Month-to-month,Electronic check,90.15,987.95,True,
2833-SLKDQ,Male,False,False,False,1,False,DSL,False,False,False,Month-to-month,Mailed check,45.05,45.05,True,
6766-HFKLA,Female,False,True,False,56,False,FIBER OPTIC,False,True,True,Two year,Bank transfer (automatic),103.2,5744.35,False,
7595-EUIVN,Female,False,False,False,1,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,75.8,75.8,True,
7617-EYGLW,Male,False,False,False,1,False,NO,,,,Month-to-month,Electronic check,19.45,19.45,False,
2026-TGDHM,Female,False,False,False,7,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,79.3,523.15,True,
9220-ZNKJI,Female,True,True,False,55,False,FIBER OPTIC,False,True,True,Two year,Credit card (automatic),88.8,4805.3,False,
4030-VPZBD,Female,False,False,False,2,False,DSL,False,True,False,Month-to-month,Electronic check,30.9,59.05,True,
2226-ICFDO,Female,False,True,True,72,False,DSL,True,True,True,Two year,Credit card (automatic),85.9,6110.75,False,
0723-VSOBE,Female,True,False,False,45,False,DSL,False,False,False,One year,Electronic check,34.2,1596.6,False,
5529-GIBVH,Female,False,False,False,47,False,NO,,,,Two year,Mailed check,20.15,1046.2,False,
4187-CINZD,Female,True,False,False,46,False,FIBER OPTIC,False,False,True,One year,Credit card (automatic),95.25,4424.2,True,
9992-UJOEL,Male,False,False,False,2,False,DSL,False,False,False,Month-to-month,Mailed check,50.3,92.75,False,
4741-WWJQZ,Female,False,True,False,2,False,FIBER OPTIC,True,True,False,Month-to-month,Electronic check,80.15,194.55,False,
6625-UTXEW,Female,False,True,False,12,False,DSL,False,False,False,Month-to-month,Electronic check,51.25,612.1,False,
6818-WOBHJ,Female,True,True,False,68,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),89.6,6127.6,True,
6244-BESBM,Male,False,True,True,69,False,FIBER OPTIC,False,True,True,Two year,Credit card (automatic),95.2,6671.7,False,
1004-NOZNR,Male,True,False,True,56,False,FIBER OPTIC,True,False,True,One year,Credit card (automatic),94.8,5264.3,False,
1251-STYSZ,Female,True,False,False,4,False,FIBER OPTIC,True,False,False,Month-to-month,Electronic check,80.25,303.7,False,
2612-PHGOX,Male,False,True,False,64,False,DSL,False,True,True,Two year,Bank transfer (automatic),76.1,4818.8,False,
2408-TZMJL,Male,False,True,False,59,False,FIBER OPTIC,True,False,True,One year,Electronic check,110.15,6448.05,True,
8480-PPONV,Male,False,True,True,62,False,FIBER OPTIC,True,True,True,Two year,Bank transfer (automatic),115.55,7159.05,False,
8780-IHCRN,Male,False,True,True,63,False,NO,,,,Two year,Credit card (automatic),24.65,1574.5,False,
4598-ZADCK,Female,False,False,False,53,False,DSL,True,True,True,One year,Electronic check,53.6,2879.2,False,
1257-SXUXQ,Male,False,True,True,5,False,NO,,,,Month-to-month,Mailed check,19.45,86.05,False,
9681-KYGYB,Male,True,True,False,49,False,FIBER OPTIC,True,False,False,Month-to-month,Electronic check,88.2,4159.45,False,
7182-OVLBJ,Female,False,True,True,62,False,FIBER OPTIC,True,False,True,Two year,Bank transfer (automatic),101.15,6638.35,False,
5095-ETBRJ,Female,False,True,False,55,False,DSL,True,True,False,Two year,Mailed check,56.8,3112.05,False,
7005-CYUIL,Female,True,True,False,71,False,FIBER OPTIC,True,True,True,Two year,Electronic check,99.4,7168.25,False,
4821-WQOYN,Female,False,True,True,72,False,NO,,,,Two year,Credit card (automatic),20.1,1326.25,False,
4730-AWNAU,Male,False,True,True,36,False,DSL,True,True,True,One year,Credit card (automatic),60.7,2234.55,False,
3452-FLHYD,Male,False,True,False,25,False,NO,,,,One year,Bank transfer (automatic),20.95,495.15,False,
2388-LAESQ,Female,True,True,False,72,False,FIBER OPTIC,True,True,True,Two year,Bank transfer (automatic),114.85,8317.95,False,
9531-NSBMR,Female,False,False,False,36,False,NO,,,,One year,Bank transfer (automatic),19.25,679.8,False,
6260-ONULR,Male,False,False,False,1,False,DSL,False,False,True,Month-to-month,Mailed check,62.8,62.8,False,
4389-UEFCZ,Female,False,True,False,72,False,FIBER OPTIC,True,False,True,Two year,Electronic check,105.5,7544.0,False,
8711-LOBKY,Male,False,True,True,59,False,NO,,,,Two year,Mailed check,19.85,1188.25,False,
9134-CEQMF,Male,True,True,False,7,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,89.5,676.7,True,
8985-OOPOS,Female,False,False,False,1,False,DSL,False,True,True,One year,Credit card (automatic),74.1,74.1,False,
8800-ZKRFW,Female,False,True,True,30,False,FIBER OPTIC,False,True,True,Month-to-month,Electronic check,107.5,3242.5,False,
2616-FLVQC,Male,False,False,False,64,False,NO,,,,Two year,Mailed check,19.55,1240.15,False,
9968-FFVVH,Male,False,False,False,63,False,DSL,True,True,False,One year,Bank transfer (automatic),68.8,4111.35,False,
3108-PCCGG,Male,True,True,False,72,False,DSL,True,False,True,Two year,Credit card (automatic),84.45,5899.85,False,
7993-PYKOF,Male,False,True,False,8,False,FIBER OPTIC,True,False,False,Month-to-month,Electronic check,75.0,632.95,True,
8390-FESFV,Female,False,False,False,62,False,DSL,False,True,True,Two year,Bank transfer (automatic),84.5,5193.2,False,
3022-BEXHZ,Male,False,True,True,67,False,FIBER OPTIC,False,True,True,Two year,Bank transfer (automatic),111.2,7530.8,False,
5027-XWQHA,Male,False,False,False,6,False,DSL,False,False,False,Month-to-month,Electronic check,44.75,270.95,True,
6248-TKCQV,Female,False,True,True,70,False,DSL,True,True,True,Two year,Bank transfer (automatic),80.6,5460.2,False,
6729-GDNGC,Female,True,False,False,20,False,FIBER OPTIC,False,False,True,Month-to-month,Bank transfer (automatic),80.7,1614.2,False,
6198-ZFIOJ,Female,False,False,False,5,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,75.6,402.5,False,
5989-OMNJE,Female,False,True,True,24,False,DSL,True,False,True,One year,Electronic check,57.6,1367.75,False,
4566-QVRRW,Female,False,True,False,11,False,DSL,False,False,False,Month-to-month,Electronic check,44.05,483.7,True,
1291-CUOCY,Male,False,True,False,72,False,FIBER OPTIC,False,True,True,Two year,Credit card (automatic),110.6,7962.2,False,
9795-SHUHB,Female,False,True,True,66,False,DSL,True,True,False,Two year,Credit card (automatic),58.2,3810.8,False,
3230-IUALN,Female,False,True,True,45,False,DSL,True,True,True,Two year,Mailed check,81.0,3533.6,False,
0042-RLHYP,Female,False,True,True,69,False,NO,,,,Two year,Bank transfer (automatic),19.7,1396.9,False,
8519-IMDHU,Male,True,True,False,15,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),85.6,1345.55,True,
4945-RVMTE,Female,False,False,False,28,False,DSL,False,False,True,Month-to-month,Bank transfer (automatic),59.55,1646.45,False,
0201-OAMXR,Female,False,False,False,70,False,FIBER OPTIC,True,True,True,One year,Credit card (automatic),115.55,8127.6,True,
1866-NXPSP,Female,False,False,False,36,False,DSL,True,True,False,One year,Mailed check,75.55,2680.15,False,
3372-KWFBM,Male,True,False,False,16,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,86.6,1281.0,True,
7831-QGOXH,Female,False,False,False,18,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,85.2,1553.9,True,
6393-WRYZE,Female,False,True,False,34,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,97.65,3207.55,True,
3941-XTSKM,Male,False,True,True,42,False,DSL,False,False,False,One year,Credit card (automatic),45.1,2049.05,False,
1661-CZBAU,Male,False,False,False,48,False,DSL,True,True,False,One year,Bank transfer (automatic),70.95,3629.2,False,
6599-RCLCJ,Male,False,True,False,47,False,FIBER OPTIC,False,True,True,Month-to-month,Electronic check,109.55,5124.55,True,
9831-BPFRI,Female,False,True,True,39,False,FIBER OPTIC,False,True,False,One year,Electronic check,89.55,3474.45,True,
5158-RIVOP,Female,False,True,True,11,False,NO,,,,Two year,Credit card (automatic),20.9,202.3,False,
9788-YTFGE,Male,False,False,False,7,False,NO,,,,Month-to-month,Mailed check,19.95,147.5,False,
9277-JOOMO,Female,False,False,False,3,False,NO,,,,Month-to-month,Mailed check,24.6,86.35,False,
1907-YLNYW,Male,False,False,False,8,False,DSL,True,False,False,Month-to-month,Electronic check,66.7,579.0,False,
1725-MIMXW,Male,False,False,True,1,False,NO,,,,Month-to-month,Mailed check,19.45,19.45,True,
8947-YRTDV,Male,False,True,True,32,False,FIBER OPTIC,True,False,False,One year,Mailed check,94.8,3131.55,False,
3161-ONRWK,Male,False,True,True,60,False,DSL,True,True,False,One year,Bank transfer (automatic),65.85,3928.3,False,
0114-RSRRW,Female,False,True,False,10,False,NO,,,,Month-to-month,Bank transfer (automatic),19.95,187.75,False,
4565-NLZBV,Female,False,True,False,71,False,NO,,,,Two year,Bank transfer (automatic),24.65,1710.15,False,
0031-PVLZI,Female,False,True,True,4,False,NO,,,,Month-to-month,Mailed check,20.35,76.35,True,
7206-GZCDC,Female,True,False,False,1,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,69.25,69.25,True,
6682-VCIXC,Female,False,True,True,43,False,DSL,True,True,True,One year,Bank transfer (automatic),51.25,2151.6,False,
4791-QRGMF,Male,False,True,False,59,False,FIBER OPTIC,False,False,True,One year,Bank transfer (automatic),99.5,5961.1,True,
6475-VHUIZ,Female,False,True,False,23,False,DSL,False,True,False,Month-to-month,Electronic check,54.25,1221.55,False,
3910-MRQOY,Female,False,True,False,72,False,NO,,,,Two year,Bank transfer (automatic),19.4,1496.45,False,
0661-WCQNQ,Male,False,True,False,22,False,DSL,True,True,False,One year,Credit card (automatic),56.25,1292.2,False,
7537-RBWEA,Female,False,False,False,1,False,DSL,False,False,False,Month-to-month,Mailed check,25.15,25.15,False,
4656-CAURT,Male,False,False,False,69,False,NO,,,,Two year,Bank transfer (automatic),23.95,1713.1,False,
0121-SNYRK,Male,False,False,False,50,False,DSL,True,True,False,One year,Mailed check,35.4,1748.9,False,
1768-ZAIFU,Female,True,False,False,1,False,DSL,False,False,False,Month-to-month,Electronic check,25.2,25.2,True,
4671-LXRDQ,Male,False,False,False,2,False,DSL,False,False,False,Month-to-month,Mailed check,45.0,96.45,True,
3733-LSYCE,Female,False,True,False,15,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),75.35,1114.55,False,
6265-FRMTQ,Male,False,False,False,31,False,NO,,,,Two year,Bank transfer (automatic),20.4,609.1,False,
1934-SJVJK,Male,False,False,False,1,False,NO,,,,Month-to-month,Mailed check,20.15,20.15,True,
3838-OZURD,Male,False,True,False,66,False,FIBER OPTIC,False,False,True,Month-to-month,Credit card (automatic),105.0,7133.25,True,
1371-DWPAZ,Female,False,True,True,0,False,DSL,True,True,True,Two year,Credit card (automatic),56.05,56.05,False,
9269-CQOOL,Male,False,False,True,3,False,DSL,False,False,True,Month-to-month,Credit card (automatic),54.7,169.45,True,
2017-CCBLH,Female,False,False,False,8,False,NO,,,,Two year,Mailed check,20.0,141.6,False,
7690-KPNCU,Male,False,True,True,64,False,DSL,True,False,True,One year,Credit card (automatic),73.05,4688.65,False,
0536-BGFMZ,Female,False,True,False,28,False,NO,,,,Month-to-month,Mailed check,20.5,563.05,False,
2293-IJWPS,Female,False,True,False,57,False,FIBER OPTIC,False,False,True,One year,Credit card (automatic),100.75,5985.0,False,
2845-HSJCY,Female,False,True,True,14,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,87.25,1258.6,True,
5469-NUJUR,Male,False,False,False,19,False,NO,,,,Two year,Mailed check,19.95,373.5,False,
1184-PJVDB,Male,False,True,False,10,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,79.95,857.2,True,
2625-TRCZQ,Female,False,True,False,51,False,DSL,False,False,True,Month-to-month,Electronic check,49.65,2553.35,False,
4102-HLENU,Female,False,True,False,67,False,DSL,True,False,False,Two year,Mailed check,65.65,4322.85,False,
7266-GSSJX,Male,False,True,True,11,False,NO,,,,Month-to-month,Electronic check,20.45,250.8,False,
7722-VJRQD,Male,False,True,True,72,False,DSL,True,True,True,Two year,Bank transfer (automatic),60.95,4549.05,False,
7073-QETQY,Male,False,True,True,66,False,NO,,,,One year,Electronic check,20.35,1359.5,False,
9415-DPEWS,Female,False,False,False,18,False,FIBER OPTIC,False,True,True,Month-to-month,Electronic check,88.35,1639.3,True,
5624-RYAMH,Female,False,False,False,9,False,NO,,,,Month-to-month,Electronic check,19.5,178.85,False,
0196-JTUQI,Female,False,False,False,9,False,FIBER OPTIC,False,False,False,Month-to-month,Credit card (automatic),75.2,633.85,False,
7130-YXBRO,Male,False,True,False,48,False,FIBER OPTIC,True,False,True,Month-to-month,Bank transfer (automatic),111.45,5315.1,False,
9272-LSVYH,Male,False,False,False,10,False,FIBER OPTIC,False,False,False,Month-to-month,Mailed check,70.15,735.5,False,
7943-RQCHR,Female,False,False,False,9,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,94.75,889.9,True,
3793-MMFUH,Female,True,False,False,13,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,95.05,1290.0,True,
3249-ZPQRG,Male,False,False,False,4,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,78.45,330.05,True,
2568-BRGYX,Male,False,False,False,4,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,70.2,237.95,True,
3084-DOWLE,Female,False,True,False,72,False,DSL,True,True,True,Two year,Bank transfer (automatic),92.0,6474.4,False,
1084-MNSMJ,Female,False,True,True,51,False,DSL,True,True,True,Two year,Credit card (automatic),85.5,4421.95,False,
7721-JXEAW,Male,False,True,False,59,False,DSL,False,False,False,Month-to-month,Bank transfer (automatic),41.05,2452.7,True,
7249-WBIYX,Male,False,True,False,10,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,85.6,813.85,True,
4238-HFHSN,Male,True,True,False,61,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,82.15,4904.85,False,
6250-CGGUN,Male,False,False,False,54,False,FIBER OPTIC,True,True,False,One year,Electronic check,84.4,4484.05,False,
5478-JJVZK,Female,False,False,False,33,False,DSL,True,False,False,Month-to-month,Mailed check,60.9,2033.85,False,
7596-IIWYC,Female,False,False,False,27,False,NO,,,,Two year,Bank transfer (automatic),20.25,538.2,False,
6567-HOOPW,Female,True,False,False,1,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,79.2,79.2,True,
9793-WECQC,Male,False,False,False,23,False,FIBER OPTIC,False,False,True,Month-to-month,Mailed check,95.3,2192.9,False,
4291-HPAXL,Male,False,False,True,1,False,NO,,,,Month-to-month,Mailed check,19.85,19.85,False,
8999-YPYBV,Male,False,True,True,45,False,DSL,True,True,True,Two year,Mailed check,84.35,3858.05,False,
1839-FBNFR,Female,False,True,True,39,False,NO,,,,Two year,Bank transfer (automatic),19.85,854.8,False,
3164-AALRN,Male,False,False,False,5,False,DSL,False,False,True,One year,Mailed check,70.0,347.4,True,
3071-MVJCD,Male,False,True,True,72,False,DSL,True,True,True,Two year,Bank transfer (automatic),82.3,5815.15,False,
1697-BCSHV,Female,False,True,True,58,False,DSL,False,False,True,Month-to-month,Bank transfer (automatic),66.8,3970.4,False,
0562-KBDVM,Female,False,False,False,70,False,DSL,True,True,False,Two year,Bank transfer (automatic),44.6,3058.15,False,
1131-SUEKT,Male,False,True,True,61,False,FIBER OPTIC,False,True,True,One year,Bank transfer (automatic),98.45,6145.2,False,
3717-OEAUQ,Male,False,False,False,2,False,FIBER OPTIC,False,False,False,Month-to-month,Mailed check,70.7,129.2,False,
4538-WNTMJ,Female,False,True,True,46,False,NO,,,,One year,Mailed check,24.95,1165.9,False,
3334-CTHOL,Female,False,False,False,1,False,DSL,False,False,False,Month-to-month,Bank transfer (automatic),49.95,49.95,True,
4704-ERYFC,Female,False,True,False,22,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,69.25,1554.0,True,
9432-RUVSL,Female,False,False,False,48,False,FIBER OPTIC,True,True,True,Two year,Credit card (automatic),102.5,4904.25,False,
8060-HIWJJ,Male,False,False,False,64,False,DSL,False,True,True,Two year,Credit card (automatic),86.55,5632.55,False,
7684-XSZIY,Male,False,True,True,72,False,NO,,,,Two year,Bank transfer (automatic),24.3,1643.25,False,
9089-UOWJG,Female,False,True,True,12,False,DSL,False,False,True,Month-to-month,Credit card (automatic),58.35,740.55,False,
8621-MNIHH,Female,True,True,False,34,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,94.25,3217.55,True,
8039-ACLPL,Female,False,True,True,72,False,DSL,True,False,False,Two year,Credit card (automatic),68.75,4888.2,False,
9885-AIBVB,Male,False,True,False,29,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,85.8,2440.25,False,
1934-MKPXS,Male,False,True,True,33,False,NO,,,,One year,Credit card (automatic),20.1,620.55,False,
2592-YKDIF,Female,False,False,False,1,False,NO,,,,Month-to-month,Mailed check,20.35,20.35,False,
2272-JKMSI,Female,False,True,True,62,False,FIBER OPTIC,False,True,True,One year,Electronic check,110.8,6840.95,False,
0471-LVHGK,Male,False,True,False,41,False,DSL,False,False,True,One year,Electronic check,73.0,3001.2,True,
9518-RWHZL,Female,False,False,False,64,False,FIBER OPTIC,False,False,True,One year,Credit card (automatic),100.05,6254.2,True,
8714-CTZJW,Female,False,False,False,4,False,FIBER OPTIC,False,False,False,Month-to-month,Credit card (automatic),82.85,319.6,False,
3569-EDBPQ,Female,False,False,False,24,False,FIBER OPTIC,True,True,False,Month-to-month,Electronic check,84.35,1938.05,False,
3131-NWVFJ,Female,False,True,True,14,False,NO,,,,One year,Mailed check,19.55,294.5,False,
7521-YXVZY,Male,False,False,True,3,False,NO,,,,Month-to-month,Mailed check,19.95,58.3,False,
5419-CONWX,Female,True,False,False,4,False,FIBER OPTIC,False,False,True,Month-to-month,Credit card (automatic),99.8,442.85,True,
6240-EURKS,Female,False,False,True,18,False,DSL,False,False,False,Month-to-month,Electronic check,35.0,553.0,True,
2373-NTKOD,Male,False,False,False,8,False,DSL,False,False,True,Month-to-month,Electronic check,66.25,546.45,False,
1970-KKFWL,Female,False,False,False,35,False,NO,,,,Two year,Bank transfer (automatic),23.3,797.1,False,
6960-HVYXR,Female,False,False,False,1,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,76.0,76.0,True,
9337-SRRNI,Male,False,False,True,66,False,NO,,,,Two year,Credit card (automatic),25.3,1673.8,False,
0895-UADGO,Male,False,False,True,8,False,DSL,True,True,False,Two year,Mailed check,44.55,343.45,False,
5678-VFNEQ,Female,False,True,False,71,False,FIBER OPTIC,True,False,True,One year,Credit card (automatic),104.1,7412.25,False,
5977-CKHON,Female,False,True,True,43,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),92.55,4039.0,False,
7024-OHCCK,Female,True,False,False,2,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,93.85,170.85,True,
2692-BUCFV,Male,True,False,False,29,False,FIBER OPTIC,False,False,True,Month-to-month,Bank transfer (automatic),101.45,2948.6,False,
7861-UVUFT,Female,False,True,False,15,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,84.3,1308.4,True,
1830-GGFNM,Male,False,True,True,65,False,FIBER OPTIC,True,True,False,Two year,Credit card (automatic),94.55,6078.75,False,
5302-BDJNT,Male,False,False,False,35,False,FIBER OPTIC,False,True,True,Month-to-month,Electronic check,95.5,3418.2,False,
5223-UZAVK,Male,False,False,False,64,False,FIBER OPTIC,True,False,True,One year,Credit card (automatic),100.3,6603.8,False,
4859-ZSRDZ,Female,False,True,True,58,False,DSL,False,True,True,Two year,Credit card (automatic),55.5,3166.9,False,
5651-WYIPH,Female,True,False,False,18,False,DSL,False,False,False,Month-to-month,Credit card (automatic),49.85,865.75,False,
9350-VLHMB,Male,False,True,True,67,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),89.55,6373.1,False,
3498-LZGQZ,Male,False,True,True,63,False,NO,,,,Two year,Mailed check,19.15,1177.05,False,
8785-CJSHH,Female,False,True,False,60,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,99.8,5985.75,False,
5357-TZHPP,Male,True,False,False,9,False,FIBER OPTIC,False,False,False,Month-to-month,Credit card (automatic),84.4,732.5,True,
3870-SPZSI,Female,False,True,True,70,False,FIBER OPTIC,True,True,True,Two year,Credit card (automatic),113.05,7869.05,False,
0680-DFNNY,Male,False,True,False,15,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,101.1,1504.05,True,
7560-QRBXH,Female,False,False,True,48,False,NO,,,,One year,Mailed check,19.95,936.7,False,
7077-XJMET,Male,False,True,False,12,False,DSL,False,True,True,Month-to-month,Electronic check,74.15,741.4,False,
8752-GHJFU,Male,True,True,False,71,False,FIBER OPTIC,True,True,False,One year,Electronic check,92.0,6585.2,False,
6896-SRVYQ,Male,True,False,False,44,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,73.85,3122.4,False,
7767-UXAGJ,Male,False,False,False,1,False,DSL,False,False,False,Month-to-month,Electronic check,50.45,50.45,True,
4652-ODEVH,Male,False,True,True,45,False,NO,,,,Two year,Mailed check,24.45,1088.25,False,
6510-UPNKS,Female,False,False,False,23,False,NO,,,,One year,Credit card (automatic),24.8,615.35,False,
6718-BDGHG,Female,False,True,False,43,False,DSL,False,True,True,One year,Bank transfer (automatic),64.85,2908.2,False,
9046-DQMTP,Male,False,False,False,35,False,NO,,,,Month-to-month,Bank transfer (automatic),20.75,739.9,False,
6439-LAJXL,Male,False,True,False,9,False,DSL,True,True,True,Month-to-month,Mailed check,68.95,593.85,False,
1571-SAVHK,Male,False,False,False,12,False,FIBER OPTIC,False,True,True,Month-to-month,Mailed check,99.95,1132.75,True,
9052-VKDUW,Female,True,True,False,65,False,FIBER OPTIC,True,False,True,Month-to-month,Credit card (automatic),109.4,7227.45,False,
9546-CQJSU,Female,False,False,False,2,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,91.4,193.6,True,
1666-JZPZT,Male,False,False,False,27,False,DSL,False,False,False,Month-to-month,Mailed check,49.0,1291.35,False,
5777-KJIRB,Female,False,False,False,40,False,DSL,False,False,False,One year,Mailed check,50.25,2023.55,False,
0506-LVNGN,Female,True,False,False,5,False,FIBER OPTIC,False,False,False,Month-to-month,Credit card (automatic),75.55,349.65,True,
7677-SJJJK,Male,False,True,True,8,False,NO,,,,One year,Credit card (automatic),19.9,153.95,False,
2480-EJWYP,Female,True,True,False,58,False,FIBER OPTIC,False,False,True,One year,Bank transfer (automatic),97.8,5458.8,False,
3253-HKOKL,Female,False,True,True,52,False,FIBER OPTIC,True,False,True,One year,Electronic check,100.3,5244.45,False,
7055-HNEOJ,Male,False,True,False,3,False,DSL,False,True,False,Month-to-month,Mailed check,55.8,154.55,False,
5514-YQENT,Male,False,False,True,41,False,FIBER OPTIC,True,True,True,Two year,Electronic check,111.15,4507.15,False,
3211-AAPKX,Male,False,False,False,20,False,FIBER OPTIC,False,True,True,Month-to-month,Mailed check,98.55,2031.95,False,
8445-DNBAE,Male,False,False,True,1,False,DSL,False,False,False,Month-to-month,Electronic check,50.05,50.05,False,
2951-QOQTK,Male,False,False,True,4,False,FIBER OPTIC,False,True,False,Month-to-month,Credit card (automatic),80.8,332.45,True,
2958-NHPPS,Male,False,False,False,23,False,NO,,,,Month-to-month,Electronic check,20.85,473.9,False,
6806-YDEUL,Female,True,False,False,6,False,NO,,,,Month-to-month,Bank transfer (automatic),19.5,106.8,False,
1735-XMJVH,Male,False,True,True,8,False,NO,,,,Month-to-month,Mailed check,19.35,152.6,False,
6890-PFRQX,Male,False,False,False,18,False,DSL,True,False,True,Month-to-month,Mailed check,69.5,1199.4,False,
0222-CNVPT,Male,True,False,False,52,False,DSL,True,False,True,Month-to-month,Credit card (automatic),48.8,2555.05,False,
5899-OUVKV,Male,False,False,False,31,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,94.5,2979.2,False,
8681-ICONS,Male,False,True,True,29,False,NO,,,,Month-to-month,Mailed check,20.65,654.85,False,
1621-YNCJH,Female,False,True,False,36,False,FIBER OPTIC,True,True,False,Two year,Credit card (automatic),106.05,3834.4,False,
3473-XIIIT,Female,False,True,False,16,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,100.0,1534.75,True,
6362-QHAFM,Male,False,True,False,42,False,FIBER OPTIC,False,True,True,One year,Electronic check,108.3,4586.15,False,
